tournament,packet,qid,bpid,part_number,answerline,plays,human_directed_n,human_directed_fraction,human_directed_correct_n,human_directed_accuracy,consulted_n,consulted_fraction,consulted_final_correct_n,consulted_final_accuracy,consult_initial_guess_present_n,abstain_n,abstain_fraction,successful_abstain_n,abstain_precision,standalone_ai_n,standalone_ai_correct_n,standalone_ai_accuracy,raw_directed_minus_ai_gap,wilson_conservative_gap,beta11_strict_adversarial_yield,coverage_aware_directed_minus_ai_gap,consulted_final_minus_ai_delta,evidence_flag,interpretation_note,adversarial_rank
combined,3,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz#2,2,<b>Metal Gear</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz#3,3,<b>Team Fortress</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.253298,0.416667,0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",55
combined,3,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR#1,1,<b>Nutcracker</b>,4,0,0.0,0,,4,1.0,0,0.0,0,0,0.0,0,,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR#2,2,<b>Giselle</b>,4,0,0.0,0,,4,1.0,4,1.0,1,0,0.0,0,,10,7,0.7,,,0.166667,-0.7,0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR#3,3,<b>Sleeping Beauty</b>,4,1,0.25,1,1.0,2,0.5,0,0.0,0,1,0.25,1,1.0,10,1,0.1,0.9,-0.197601,0.555556,0.15,-0.1,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL#1,1,<b>Raising Cane's</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.197889,0.428571,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",40
combined,3,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL#2,2,<b>White Castle</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.197889,0.428571,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",41
combined,3,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL#3,3,<b>Burger King</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,1,0,0.0,0,,10,4,0.4,0.6,-0.177217,0.486111,0.4,0.6,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",34
combined,3,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4#1,1,<b>Dr. No</b>,5,2,0.4,0,0.0,2,0.4,1,0.5,1,1,0.2,1,1.0,10,5,0.5,-0.5,-0.763407,0.125,-0.5,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4#2,2,<b>Thunderball</b>,5,2,0.4,0,0.0,3,0.6,2,0.666667,1,0,0.0,0,,10,5,0.5,-0.5,-0.763407,0.125,-0.5,0.166667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4#3,3,<b>Spy Who Loved Me</b>,5,1,0.2,0,0.0,4,0.8,3,0.75,1,0,0.0,0,,10,5,0.5,-0.5,-0.763407,0.166667,-0.5,0.25,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL#1,1,<b>MacBeth</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,7,0.7,0.3,-0.3821,0.277778,0.1,0.3,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",93
combined,3,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL#2,2,<b>Whose Line Is It Anyway</b>,5,1,0.2,1,1.0,3,0.6,3,1.0,1,1,0.2,1,1.0,10,4,0.4,0.6,-0.480777,0.388889,-0.2,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL#3,3,<b>Edward Scissorhands</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.197889,0.428571,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",42
combined,3,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr#1,1,<b>Napoleon Dynamite</b>,5,0,0.0,0,,5,1.0,5,1.0,1,0,0.0,0,,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr#2,2,<b>Fullmetal Alchemist</b>,5,2,0.4,2,1.0,3,0.6,3,1.0,1,0,0.0,0,,10,7,0.7,0.3,-0.549829,0.25,-0.3,0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr#3,3,<b>Portal</b>,5,3,0.6,3,1.0,1,0.2,1,1.0,0,1,0.2,1,1.0,10,3,0.3,0.7,-0.164719,0.533333,0.3,0.7,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",33
combined,3,advvqa-packet3-b-jcKUHDw334yMauf9RAIR,advvqa-packet3-b-jcKUHDw334yMauf9RAIR#1,1,<b>Simpsons</b>,5,0,0.0,0,,2,0.4,0,0.0,0,3,0.6,3,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-jcKUHDw334yMauf9RAIR,advvqa-packet3-b-jcKUHDw334yMauf9RAIR#2,2,<b>Tamagotchi</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.253298,0.416667,0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",56
combined,3,advvqa-packet3-b-jcKUHDw334yMauf9RAIR,advvqa-packet3-b-jcKUHDw334yMauf9RAIR#3,3,<b>Attack on Titan</b>,5,4,0.8,4,1.0,1,0.2,0,0.0,0,0,0.0,0,,10,5,0.5,0.5,-0.253298,0.416667,0.3,-0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",57
combined,3,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9#1,1,<b>Over the Hedge</b>,5,2,0.4,1,0.5,3,0.6,3,1.0,0,0,0.0,0,,10,5,0.5,0.0,-0.668876,0.25,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9#2,2,<b>Wall-E</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",74
combined,3,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9#3,3,<b>Shark Tale</b>,5,4,0.8,2,0.5,1,0.2,1,1.0,0,0,0.0,0,,10,5,0.5,0.0,-0.613368,0.25,-0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",124
combined,3,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6#1,1,<b>Jaws</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.253298,0.416667,0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",58
combined,3,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6#2,2,<b>The Polar Express</b>,5,0,0.0,0,,5,1.0,5,1.0,3,0,0.0,0,,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6#3,3,<b>Myst</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,0,0,0.0,0,,10,8,0.8,0.2,-0.736769,0.166667,-0.6,0.2,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-r5rihudcKdLdScE2rzk9,advvqa-packet3-b-r5rihudcKdLdScE2rzk9#1,1,"<b>Skywalker, Sky-Walker, Sky Walker</b>",5,3,0.6,3,1.0,2,0.4,2,1.0,1,0,0.0,0,,10,0,0.0,1.0,0.16097,0.733333,0.6,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",12
combined,3,advvqa-packet3-b-r5rihudcKdLdScE2rzk9,advvqa-packet3-b-r5rihudcKdLdScE2rzk9#2,2,<b>Chesterton</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,2,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-r5rihudcKdLdScE2rzk9,advvqa-packet3-b-r5rihudcKdLdScE2rzk9#3,3,<b>Swamp Thing</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4#1,1,<b>Carl Wilson</b>,5,2,0.4,0,0.0,3,0.6,1,0.333333,1,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.229167,0.0,0.333333,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4#2,2,<b>Mel B (Scary Spice)</b>,5,2,0.4,2,1.0,3,0.6,1,0.333333,1,0,0.0,0,,10,0,0.0,1.0,0.064847,0.6875,0.4,0.333333,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4#3,3,<b>Gene Simmons (The Demon)</b>,5,3,0.6,3,1.0,2,0.4,1,0.5,0,0,0.0,0,,10,0,0.0,1.0,0.16097,0.733333,0.6,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",13
combined,3,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8#1,1,<b>Too Hot to Handle</b>,5,1,0.2,1,1.0,4,0.8,2,0.5,2,0,0.0,0,,10,1,0.1,0.9,-0.197601,0.555556,0.1,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8#2,2,<b>Perfect Match</b>,5,1,0.2,0,0.0,4,0.8,3,0.75,2,0,0.0,0,,10,3,0.3,-0.3,-0.603222,0.222222,-0.3,0.45,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8#3,3,<b>Million Dollar Secret</b>,5,0,0.0,0,,4,0.8,0,0.0,1,1,0.2,1,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE#1,1,<b>(I've Had) The Time of My Life</b>,5,0,0.0,0,,2,0.4,1,0.5,0,3,0.6,3,1.0,10,1,0.1,,,0.416667,-0.1,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE#2,2,<b>Where You Are</b>,5,0,0.0,0,,3,0.6,1,0.333333,0,2,0.4,2,1.0,10,1,0.1,,,0.416667,-0.1,0.233333,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE#3,3,<b>Promiscuous</b>,5,1,0.2,0,0.0,3,0.6,3,1.0,0,1,0.2,1,1.0,10,5,0.5,-0.5,-0.763407,0.166667,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD#1,1,<b>Tucker Carlson</b>,5,2,0.4,2,1.0,1,0.2,0,0.0,0,2,0.4,2,1.0,10,1,0.1,0.9,-0.06177,0.625,0.3,-0.1,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD#2,2,<b>Keith Morrison</b>,5,0,0.0,0,,4,0.8,0,0.0,1,1,0.2,1,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD#3,3,<b>James Brown</b>,5,2,0.4,1,0.5,2,0.4,2,1.0,0,1,0.2,1,1.0,10,5,0.5,0.0,-0.668876,0.25,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU#1,1,<b>The Lobster</b>,4,3,0.75,3,1.0,0,0.0,0,,0,1,0.25,1,1.0,10,5,0.5,0.5,-0.324904,0.4,0.25,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",75
combined,3,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU#2,2,<b>Nine Lives</b>,4,1,0.25,1,1.0,2,0.5,2,1.0,0,1,0.25,1,1.0,10,5,0.5,0.5,-0.556858,0.333333,-0.25,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU#3,3,<b>The Shaggy Dog</b>,4,0,0.0,0,,3,0.75,3,1.0,0,1,0.25,1,1.0,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS#1,1,<b>Carmen</b>,5,2,0.4,2,1.0,3,0.6,3,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,-0.1,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS#2,2,<b>Tatiana</b>,5,1,0.2,1,1.0,3,0.6,3,1.0,1,1,0.2,1,1.0,10,4,0.4,0.6,-0.480777,0.388889,-0.2,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS#3,3,<b>Figaro</b>,5,0,0.0,0,,5,1.0,5,1.0,1,0,0.0,0,,10,6,0.6,,,0.208333,-0.6,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt#1,1,<b>Peru</b>,4,2,0.5,2,1.0,1,0.25,1,1.0,0,1,0.25,1,1.0,10,0,0.0,1.0,0.064847,0.6875,0.5,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt#2,2,<b>South Korea</b>,4,2,0.5,1,0.5,1,0.25,1,1.0,0,1,0.25,1,1.0,10,0,0.0,0.5,-0.183002,0.458333,0.25,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt#3,3,<b>St. Lucia</b>,4,0,0.0,0,,1,0.25,0,0.0,0,3,0.75,3,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv#1,1,<b>San Antonio</b>,5,0,0.0,0,,4,0.8,4,1.0,1,1,0.2,1,1.0,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv#2,2,<b>Pasadena</b>,5,2,0.4,2,1.0,3,0.6,3,1.0,3,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,-0.1,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv#3,3,<b>Boston</b>,5,0,0.0,0,,3,0.6,3,1.0,3,2,0.4,1,0.5,10,6,0.6,,,0.208333,-0.6,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm#1,1,<b>Edinburgh</b>,5,0,0.0,0,,4,0.8,3,0.75,2,1,0.2,1,1.0,10,4,0.4,,,0.291667,-0.4,0.35,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm#2,2,<b>London</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.197889,0.428571,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",43
combined,4,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm#3,3,<b>Berlin</b>,5,4,0.8,3,0.75,1,0.2,1,1.0,1,0,0.0,0,,10,7,0.7,0.05,-0.591567,0.222222,-0.1,0.3,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",123
combined,4,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy#1,1,<b>The Milkmaid [accept The Kitchen Maid]</b>,5,0,0.0,0,,3,0.6,1,0.333333,0,2,0.4,2,1.0,10,0,0.0,,,0.458333,0.0,0.333333,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy#2,2,<b>The Allegory of Painting [accept The Art of Painting]</b>,5,2,0.4,1,0.5,2,0.4,2,1.0,1,1,0.2,1,1.0,10,0,0.0,0.5,-0.183002,0.458333,0.2,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy#3,3,<b>Girl with a Pearl Earring</b>,5,3,0.6,3,1.0,1,0.2,1,1.0,0,1,0.2,1,1.0,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",76
combined,4,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj#1,1,<b>Louvre</b>,5,2,0.4,2,1.0,2,0.4,2,1.0,1,1,0.2,0,0.0,10,8,0.8,0.2,-0.600938,0.1875,-0.4,0.2,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj#2,2,<b>Prado</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,0,0,0.0,0,,10,4,0.4,0.6,-0.248823,0.466667,0.2,0.6,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",50
combined,4,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj#3,3,<b>Art Institute of Chicago</b>,5,4,0.8,2,0.5,1,0.2,1,1.0,0,0,0.0,0,,10,5,0.5,0.0,-0.613368,0.25,-0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",125
combined,4,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr#1,1,<b>aye-aye</b>,5,3,0.6,1,0.333333,1,0.2,0,0.0,0,1,0.2,1,1.0,10,0,0.0,0.333333,-0.216041,0.366667,0.2,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",47
combined,4,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr#2,2,<b>wombat</b>,5,3,0.6,2,0.666667,2,0.4,1,0.5,1,0,0.0,0,,10,0,0.0,0.666667,-0.069873,0.55,0.4,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",25
combined,4,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr#3,3,<b>kea</b>,5,4,0.8,3,0.75,1,0.2,0,0.0,1,0,0.0,0,,10,0,0.0,0.75,0.023109,0.611111,0.6,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",21
combined,4,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS#1,1,<b>north</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS#2,2,<b>port</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",77
