qid,bpid,part_number,answerline,plays,parts,directed_count,directed_fraction,directed_accuracy,consulted_count,consulted_fraction,consulted_accuracy,abstain_count,abstain_fraction,abstain_accuracy
advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#3,3,<b>Russia</b>,5,5,2,0.400000,0.000000,3,0.600000,0.333333,0,0.000000,
advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23#1,1,<b>The Phantom of the Opera</b>,5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23#2,2,<b>The Book of Mormon</b>,5,5,3,0.600000,1.000000,2,0.400000,0.000000,0,0.000000,
advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23#3,3,<b>Matilda</b>,5,5,0,0.000000,,0,0.000000,,5,1.000000,1.000000
advvqa-packet5-b-A0sybq8aS0vV0YnE68wa,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa#1,1,<b>Controlled NOT gate/CNOT gate</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-A0sybq8aS0vV0YnE68wa,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa#2,2,<b>Toffoli gate/CCNOT gate</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-A0sybq8aS0vV0YnE68wa,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa#3,3,<b>Hadamard gate</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN#1,1,<b>Continental Celtic languages/Celtic languages</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN#2,2,<b>Ainu languages</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN#3,3,<b>Coptic/Egyptian</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-CkRAqImfx4uSQFuJQerq,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq#1,1,<b>Magnetic flux density/B</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-CkRAqImfx4uSQFuJQerq,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq#2,2,<b>Capacitance/C</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-CkRAqImfx4uSQFuJQerq,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq#3,3,<b>Radioactivity</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-kyljRmn9h0TShMOnPt0T,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T#1,1,<b>Taj Mahal</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-kyljRmn9h0TShMOnPt0T,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T#2,2,<b>Christ the Redeemer</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-kyljRmn9h0TShMOnPt0T,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T#3,3,<b>Burj Al Arab</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-l77X1iqdtk6c2FVPelD3,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3#1,1,"<b>William M. ""Boss"" Tweed</b>",1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-l77X1iqdtk6c2FVPelD3,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3#2,2,<b>Louis-Philippe</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-l77X1iqdtk6c2FVPelD3,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3#3,3,<b>Otto von Bismarck</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-liLieLemlcZEa0EpPe0Y,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y#1,1,<b>Chebyshev distance/maximum metric/supremum metric/L-infinity metric</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-liLieLemlcZEa0EpPe0Y,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y#2,2,<b>edit distance/Levenshtein distance/Damerau-Levenshtein distance</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-liLieLemlcZEa0EpPe0Y,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y#3,3,<b>Mahalanobis distance</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V#1,1,"<b>Triangular numbers/sum of positive integers, or that the sum of the first n numbers is n(n+1)/2</b>",1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V#2,2,<b>Squared triangular number/sum of cubes/Nicomachus's theorem or simply that the sum of the first n cubes is the cube of the sum of 1 to n</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V#3,3,<b>Pizza theorem</b>,1,1,1,1.000000,0.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq#1,1,<b>Hebrew</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq#2,2,<b>Old Persian __**cuneiform**__</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq#3,3,<b>Devanagari</b>,1,1,1,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd#1,1,<b>inauguration</b>,4,4,2,0.500000,1.000000,2,0.500000,1.000000,0,0.000000,
advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd#2,2,<b>Amanda _Gorman_</b>,4,4,2,0.500000,1.000000,2,0.500000,1.000000,0,0.000000,
advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd#3,3,<b>Maya _Angelou_</b>,4,4,2,0.500000,1.000000,2,0.500000,1.000000,0,0.000000,
advvqa-packet6-b-27fTybfQpqS2jHuBGUS3,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3#1,1,<b>Mozart</b>,5,5,3,0.600000,0.666667,2,0.400000,1.000000,0,0.000000,
advvqa-packet6-b-27fTybfQpqS2jHuBGUS3,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3#2,2,<b>Vivaldi</b>,5,5,3,0.600000,1.000000,2,0.400000,0.500000,0,0.000000,
advvqa-packet6-b-27fTybfQpqS2jHuBGUS3,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3#3,3,<b>Tchaikovsky</b>,5,5,1,0.200000,1.000000,4,0.800000,0.000000,0,0.000000,
advvqa-packet6-b-4LZja6b3chGQMaE0m3fu,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu#1,1,<b>McDonald's</b>,5,5,1,0.200000,1.000000,3,0.600000,1.000000,1,0.200000,0.000000
advvqa-packet6-b-4LZja6b3chGQMaE0m3fu,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu#2,2,<b>Wendy's</b>,5,5,2,0.400000,1.000000,3,0.600000,0.000000,0,0.000000,
advvqa-packet6-b-4LZja6b3chGQMaE0m3fu,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu#3,3,<b>Burger King</b>,5,5,1,0.200000,1.000000,3,0.600000,1.000000,1,0.200000,1.000000
advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#1,1,<b>Lotte World Tower</b>,5,5,1,0.200000,1.000000,3,0.600000,1.000000,1,0.200000,0.000000
advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#2,2,<b>Samsung Town [accept Samsung Seocho Town]</b>,5,5,2,0.400000,0.500000,3,0.600000,0.666667,0,0.000000,
advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#3,3,<b>Hwaseong Fortress</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet6-b-9WzmiSe6YUFAFljrubkF,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF#1,1,<b>Norway rat</b>,5,5,2,0.400000,0.000000,3,0.600000,0.666667,0,0.000000,
advvqa-packet6-b-9WzmiSe6YUFAFljrubkF,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF#2,2,<b>guinea pig</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-9WzmiSe6YUFAFljrubkF,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF#3,3,<b>Turkey</b>,5,5,2,0.400000,1.000000,3,0.600000,0.666667,0,0.000000,
advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH#1,1,<b>MacGuffin</b>,5,5,5,1.000000,0.800000,0,0.000000,,0,0.000000,
advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH#2,2,<b>Office Space</b>,5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH#3,3,<b>Who Framed Roger Rabbit?</b>,5,5,4,0.800000,0.750000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-Ds73TVNCf40b540Eb8jf,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf#1,1,<b>Stonehenge</b>,5,5,1,0.200000,1.000000,2,0.400000,1.000000,2,0.400000,1.000000
advvqa-packet6-b-Ds73TVNCf40b540Eb8jf,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf#2,2,<b>_Tess_ Durbeyfield [accept Tess of the D’Urbervilles]</b>,5,5,4,0.800000,0.500000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-Ds73TVNCf40b540Eb8jf,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf#3,3,<b>Thomas _Hardy_</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg#1,1,<b>Google docs</b>,5,5,4,0.800000,1.000000,1,0.200000,0.000000,0,0.000000,
advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg#2,2,<b>Google sheets</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg#3,3,<b>Google slides</b>,5,5,3,0.600000,1.000000,2,0.400000,0.500000,0,0.000000,
advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB#1,1,<b>Adam</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB#2,2,<b>Joseph [accept Joseph son of Jacob]</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB#3,3,<b>Jesus</b>,5,5,2,0.400000,1.000000,3,0.600000,0.666667,0,0.000000,
advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3#1,1,<b>Harvey Mudd College</b>,5,5,1,0.200000,1.000000,3,0.600000,0.000000,1,0.200000,1.000000
advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3#2,2,<b>College of William and Mary</b>,5,5,0,0.000000,,5,1.000000,0.800000,0,0.000000,
advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3#3,3,<b>Massachusetts Institute of Technology</b>,5,5,5,1.000000,0.800000,0,0.000000,,0,0.000000,
advvqa-packet6-b-PwecFuqz9PkW7w9i3h89,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89#1,1,<b>Love Yourself</b>,5,5,0,0.000000,,3,0.600000,0.000000,2,0.400000,1.000000
advvqa-packet6-b-PwecFuqz9PkW7w9i3h89,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89#2,2,<b>Hymn for the Weekend</b>,5,5,1,0.200000,0.000000,3,0.600000,0.000000,1,0.200000,1.000000
advvqa-packet6-b-PwecFuqz9PkW7w9i3h89,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89#3,3,<b>Only Girl (In the World)</b>,5,5,1,0.200000,0.000000,2,0.400000,0.000000,2,0.400000,1.000000
advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy#1,1,<b>Claudius</b>,5,5,4,0.800000,0.250000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy#2,2,<b>Puyi</b>,5,5,2,0.400000,0.500000,2,0.400000,0.000000,1,0.200000,1.000000
advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy#3,3,<b>Thabo Mbeki</b>,5,5,2,0.400000,0.000000,2,0.400000,0.500000,1,0.200000,1.000000
advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB#1,1,<b>La traviata</b>,5,5,3,0.600000,1.000000,2,0.400000,0.500000,0,0.000000,
advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB#2,2,<b>Turandot</b>,5,5,3,0.600000,0.666667,2,0.400000,0.500000,0,0.000000,
advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB#3,3,<b>Carmen</b>,5,5,1,0.200000,0.000000,4,0.800000,0.500000,0,0.000000,
advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM#1,1,<b>The Treaty of Tordesillas line</b>,5,5,4,0.800000,1.000000,1,0.200000,0.000000,0,0.000000,
advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM#2,2,<b>The Radcliffe Line</b>,5,5,3,0.600000,0.000000,1,0.200000,1.000000,1,0.200000,1.000000
advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM#3,3,<b>The Mason–Dixon Line</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-gOnh0BaPNHev67IEDmFl,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl#1,1,<b>Richard Feynman</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-gOnh0BaPNHev67IEDmFl,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl#2,2,<b>Albert Einstein</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-gOnh0BaPNHev67IEDmFl,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl#3,3,<b>William Herschel</b>,5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet6-b-lakRBjQNxYPIm34I5v5P,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P#1,1,<b>the _Nautilus_</b>,5,5,2,0.400000,1.000000,3,0.600000,1.000000,0,0.000000,
advvqa-packet6-b-lakRBjQNxYPIm34I5v5P,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P#2,2,<b>Captain _Nemo_</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-lakRBjQNxYPIm34I5v5P,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P#3,3,<b>Maelstrom (do not accept whirlpool)</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI#1,1,<b>Capuccino</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI#2,2,<b>Americano</b>,5,5,1,0.200000,1.000000,3,0.600000,1.000000,1,0.200000,0.000000
advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI#3,3,<b>Flat white</b>,5,5,2,0.400000,0.000000,3,0.600000,0.000000,0,0.000000,
advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#1,1,<b>microkernel</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#2,2,<b>Rust</b>,5,5,3,0.600000,0.666667,2,0.400000,0.500000,0,0.000000,
advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#3,3,<b>University of Minnesota</b>,5,5,2,0.400000,1.000000,3,0.600000,1.000000,0,0.000000,
advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5#1,1,<b>_comic book_ characters [accept super_hero_es]</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5#2,2,<b>The _Amazing Adventures of Kavalier and Clay_</b>,5,5,4,0.800000,0.750000,1,0.200000,1.000000,0,0.000000,
advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5#3,3,<b>The _Yiddish Policeman's Union_</b>,5,5,2,0.400000,0.500000,3,0.600000,1.000000,0,0.000000,
advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp#1,1,<b>Vietnam War</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp#2,2,<b>Civil War</b>,5,5,4,0.800000,1.000000,1,0.200000,0.000000,0,0.000000,
advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp#3,3,<b>Iraq War</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
